LOC100509370
LOC124904988
LOC105369359
LOC101927966
LOC124903639
LOC112268397
LOC100996747
LOC107985097
LOC112268396
LOC101060067
LOC102724737
LOC102723573
LOC102724737
LOC102724737
LOC124909480
LOC107986378
LOC648771
LOC105376670
LOC101060076
LOC100134362
LOC105379555
LOC124901186
LOC102724025
LOC124902803
LOC107985264
LOC124900814
LOC652608
LOC652608
LOC100128121
FAU
RPL10
RPL10L
RPL10P1
RPL10P10
RPL10P11
RPL10P12
RPL10P13
RPL10P14
RPL10P15
RPL10P16
RPL10P17
RPL10P18
RPL10P19
RPL10P19
RPL10P2
RPL10P3
RPL10P4
RPL10P5
RPL10P6
RPL10P7
RPL10P8
RPL10P9
RPL10A
RPL10AP1
RPL10AP10
RPL10AP11
RPL10AP12
RPL10AP13
RPL10AP2
RPL10AP3
RPL10AP4
RPL10AP5
RPL10AP6
RPL10AP7
RPL10AP8
RPL10AP9
RPL11
RPL11P1
RPL11P2
RPL11P3
RPL11P3
RPL11P4
RPL11P5
RPL12
RPL12P1
RPL12P1
RPL12P1
RPL12P10
RPL12P11
RPL12P12
RPL12P13
RPL12P14
RPL12P15
RPL12P16
RPL12P17
RPL12P17
RPL12P18
RPL12P19
RPL12P2
RPL12P20
RPL12P21
RPL12P22
RPL12P23
RPL12P24
RPL12P25
RPL12P26
RPL12P27
RPL12P28
RPL12P29
RPL12P3
RPL12P30
RPL12P31
RPL12P32
RPL12P33
RPL12P34
RPL12P35
RPL12P36
RPL12P37
RPL12P38
RPL12P39
RPL12P4
RPL12P40
RPL12P41
RPL12P42
RPL12P43
RPL12P44
RPL12P45
RPL12P46
RPL12P47
RPL12P49
RPL12P5
RPL12P50
RPL12P6
RPL12P7
RPL12P8
RPL12P9
RPL12P9
RPL13
RPL13P
LOC100419562
RPL13P
RPL13P
RPL13P
RPL13P
RPL13P
RPL13P
RPL13P
LOC100419562
RPL13P10
RPL13P11
RPL13P12
RPL13P13
RPL13P14
RPL13P2
RPL13P4
RPL13P5
RPL13P6
RPL13P7
RPL13P8
RPL13P9
RPL13A
RPL13AP
RPL13AP
RPL13AP
RPL13AP
RPL13AP
RPL13AP
RPL13AP
RPL13AP10
RPL13AP11
RPL13AP12
RPL13AP13
RPL13AP14
RPL13AP15
RPL13AP16
RPL13AP17
RPL13AP18
RPL13AP19
RPL13AP2
RPL13AP20
RPL13AP21
RPL13AP22
RPL13AP22
RPL13AP23
RPL13AP24
RPL13AP25
RPL13AP26
RPL13AP27
RPL13AP3
RPL13AP5
RPL13AP6
RPL13AP7
RPL13AP8
RPL13AP9
RPL14
LOC647077
RPL14P1
RPL14P2
RPL14P3
RPL14P4
RPL14P5
RPL14P5
RPL15
RPL15P1
RPL15P11
RPL15P12
RPL15P13
RPL15P14
RPL15P15
RPL15P16
RPL15P17
RPL15P18
RPL15P2
RPL15P20
RPL15P20
RPL15P21
RPL15P22
RPL15P3
RPL15P4
RPL15P4
RPL15P4
RPL15P4
RPL15P4
RPL15P4
RPL15P4
RPL15P4
RPL15P5
RPL15P6
RPL15P7
RPL15P8
RPL15P9
RPL17
LOC100128548
LOC100129682
RPL17P1
RPL17P10
RPL17P11
RPL17P12
RPL17P13
RPL17P14
RPL17P15
RPL17P16
RPL17P17
RPL17P18
RPL17P19
RPL17P2
RPL17P20
RPL17P21
RPL17P22
RPL17P23
RPL17P24
RPL17P25
RPL17P26
RPL17P27
RPL17P28
RPL17P29
RPL17P29
RPL17P3
RPL17P30
RPL17P31
RPL17P32
RPL17P33
RPL17P34
RPL17P35
RPL17P36
RPL17P37
RPL17P38
RPL17P39
RPL17P4
RPL17P40
RPL17P40
RPL17P41
RPL17P42
RPL17P43
RPL17P44
RPL17P45
RPL17P46
RPL17P47
RPL17P48
RPL17P49
RPL17P5
RPL17P50
RPL17P51
RPL17P6
RPL17P7
RPL17P8
RPL17P9
RPL18
RPL18P1
RPL18P10
RPL18P11
RPL18P12
RPL18P13
RPL18P2
RPL18P3
RPL18P4
RPL18P5
RPL18P6
RPL18P7
RPL18P8
RPL18P9
RPL18A
RPL18AP1
RPL18AP1
RPL18AP10
RPL18AP11
RPL18AP12
RPL18AP12
RPL18AP13
RPL18AP14
RPL18AP15
RPL18AP16
RPL18AP17
RPL18AP2
RPL18AP3
RPL18AP4
RPL18AP5
RPL18AP6
RPL18AP7
RPL18AP8
RPL18AP9
RPL19
RPL19P1
RPL19P10
RPL19P11
RPL19P12
RPL19P12
RPL19P13
RPL19P13
RPL19P14
RPL19P15
RPL19P16
RPL19P17
RPL19P17
RPL19P18
RPL19P19
RPL19P2
RPL19P20
RPL19P21
RPL19P3
RPL19P4
RPL19P4
RPL19P5
RPL19P6
RPL19P7
RPL19P8
RPL19P9
RPL21
LOC100288683
LOC100419458
LOC100419639
RPL21P1
RPL21P10
RPL21P100
RPL21P100
RPL21P101
RPL21P102
RPL21P103
RPL21P104
RPL21P105
RPL21P106
RPL21P107
RPL21P108
RPL21P109
RPL21P11
RPL21P110
RPL21P111
RPL21P112
RPL21P113
RPL21P114
RPL21P115
RPL21P116
RPL21P117
RPL21P118
RPL21P119
RPL21P12
RPL21P120
RPL21P121
RPL21P121
RPL21P122
RPL21P123
RPL21P124
RPL21P125
RPL21P126
RPL21P127
RPL21P128
RPL21P129
RPL21P13
RPL21P130
RPL21P131
RPL21P132
RPL21P133
RPL21P134
RPL21P135
RPL21P135
RPL21P136
RPL21P137
RPL21P14
RPL21P15
RPL21P16
RPL21P17
RPL21P18
RPL21P19
RPL21P2
RPL21P20
RPL21P21
RPL21P22
RPL21P23
RPL21P24
RPL21P25
RPL21P26
RPL21P27
RPL21P28
RPL21P29
RPL21P3
RPL21P30
RPL21P31
RPL21P32
RPL21P33
RPL21P34
RPL21P35
RPL21P36
RPL21P36
RPL21P37
RPL21P38
RPL21P38
RPL21P39
RPL21P4
RPL21P40
RPL21P41
RPL21P42
RPL21P43
RPL21P44
RPL21P45
RPL21P46
RPL21P47
RPL21P48
RPL21P49
RPL21P5
RPL21P50
RPL21P51
RPL21P52
RPL21P53
RPL21P54
RPL21P55
RPL21P56
RPL21P57
RPL21P58
RPL21P59
RPL21P6
RPL21P60
RPL21P61
RPL21P62
RPL21P63
RPL21P63
RPL21P64
RPL21P65
RPL21P66
RPL21P67
RPL21P68
RPL21P69
RPL21P7
RPL21P70
RPL21P71
RPL21P72
RPL21P73
RPL21P74
RPL21P75
RPL21P76
RPL21P77
RPL21P78
RPL21P79
RPL21P8
RPL21P80
RPL21P81
RPL21P81
RPL21P82
RPL21P83
RPL21P84
RPL21P85
RPL21P86
RPL21P87
RPL21P88
RPL21P89
RPL21P9
RPL21P90
RPL21P91
RPL21P92
RPL21P93
RPL21P94
RPL21P95
RPL21P96
RPL21P97
RPL21P98
RPL21P99
RPL22
RPL22L1
RPL22P1
RPL22P10
RPL22P11
RPL22P12
RPL22P13
RPL22P14
RPL22P14
RPL22P16
RPL22P17
RPL22P18
RPL22P19
RPL22P2
RPL22P20
RPL22P21
RPL22P22
RPL22P23
RPL22P24
RPL22P3
RPL22P3
RPL22P4
RPL22P5
RPL22P6
RPL22P7
RPL22P7
RPL22P8
RPL23
LOC100288233
RPL23P10
RPL23P11
RPL23P2
RPL23P2
RPL23P3
RPL23P4
RPL23P5
RPL23P6
RPL23P7
RPL23P8
RPL23P9
RPL23A
RPL23AP1
RPL23AP1
RPL23AP1
RPL23AP1
RPL23AP1
RPL23AP10
RPL23AP11
RPL23AP12
RPL23AP14
RPL23AP15
RPL23AP15
RPL23AP16
RPL23AP17
RPL23AP18
RPL23AP19
RPL23AP2
RPL23AP20
RPL23AP21
RPL23AP22
RPL23AP23
RPL23AP24
RPL23AP25
RPL23AP26
RPL23AP27
RPL23AP28
RPL23AP29
RPL23AP3
RPL23AP30
RPL23AP31
RPL23AP32
RPL23AP33
RPL23AP34
RPL23AP35
RPL23AP36
RPL23AP37
RPL23AP38
RPL23AP39
RPL23AP4
RPL23AP40
RPL23AP41
RPL23AP42
RPL23AP43
RPL23AP43
RPL23AP44
RPL23AP45
RPL23AP45
RPL23AP46
RPL23AP47
RPL23AP48
RPL23AP49
RPL23AP5
RPL23AP50
RPL23AP51
RPL23AP52
RPL23AP53
RPL23AP54
RPL23AP55
RPL23AP56
RPL23AP57
RPL23AP58
RPL23AP59
RPL23AP6
RPL23AP60
RPL23AP61
RPL23AP62
RPL23AP63
RPL23AP64
RPL23AP64
RPL23AP65
RPL23AP66
RPL23AP66
RPL23AP67
RPL23AP68
RPL23AP69
RPL23AP7
RPL23AP70
RPL23AP71
RPL23AP72
RPL23AP73
RPL23AP74
RPL23AP75
RPL23AP76
RPL23AP77
RPL23AP78
RPL23AP79
RPL23AP8
RPL23AP80
RPL23AP81
RPL23AP82
RPL23AP83
RPL23AP84
RPL23AP84
RPL23AP85
RPL23AP86
RPL23AP87
RPL23AP87
RPL23AP88
RPL23AP89
RPL23AP90
RPL23AP91
RPL23AP92
RPL23AP93
RPL23AP94
RPL23AP95
RPL23AP95
RPL23AP96
RPL24
LOC100419621
LOC100419621
RPL26
RPL26L1
RPL26P10
RPL26P11
RPL26P12
RPL26P13
RPL26P14
RPL26P15
RPL26P16
RPL26P17
RPL26P18
RPL26P19
RPL26P2
RPL26P20
RPL26P21
RPL26P22
RPL26P22
RPL26P23
RPL26P24
RPL26P24
RPL26P25
RPL26P26
RPL26P27
RPL26P28
RPL26P29
RPL26P3
RPL26P30
RPL26P31
RPL26P32
RPL26P33
RPL26P34
RPL26P35
RPL26P36
RPL26P37
RPL26P4
RPL26P5
RPL26P6
RPL26P7
RPL26P8
RPL26P9
RPL27
RPL27P3
RPL27P1
RPL27P10
RPL27P11
RPL27P12
RPL27P2
RPL27P4
RPL27P5
RPL27P6
RPL27P7
RPL27P8
RPL27P8
RPL27P9
RPL27A
RPL27AP
RPL27AP2
RPL27AP3
RPL27AP4
RPL27AP5
RPL27AP6
RPL27AP7
RPL27AP8
RPL28
LOC100129262
RPL28P1
RPL28P2
RPL28P3
RPL28P4
RPL28P5
RPL29
LOC100419570
RPL29P1
RPL29P11
RPL29P12
RPL29P13
RPL29P14
RPL29P15
RPL29P16
RPL29P17
RPL29P18
RPL29P19
RPL29P2
RPL29P20
RPL29P21
RPL29P22
RPL29P23
RPL29P24
RPL29P25
RPL29P26
RPL29P27
RPL29P28
RPL29P29
RPL29P3
RPL29P30
RPL29P31
RPL29P32
RPL29P33
RPL29P33
RPL29P34
RPL29P4
RPL29P5
RPL29P6
RPL29P6
RPL29P7
RPL29P8
RPL29P9
RPL3
RPL3L
RPL3L
RPL3P1
RPL3P10
RPL3P10
RPL3P11
RPL3P12
RPL3P13
RPL3P2
RPL3P2
RPL3P2
RPL3P2
RPL3P2
RPL3P2
RPL3P2
RPL3P3
RPL3P4
RPL3P5
RPL3P6
RPL3P7
RPL3P8
RPL3P9
RPL30
RPL30P1
RPL30P10
RPL30P11
RPL30P12
RPL30P13
RPL30P14
RPL30P15
RPL30P16
RPL30P2
RPL30P3
RPL30P4
RPL30P4
RPL30P5
RPL30P6
RPL30P7
RPL30P8
RPL30P9
RPL31
LOC100286997
RPL31P1
RPL31P10
RPL31P11
RPL31P12
RPL31P12
RPL31P13
RPL31P14
RPL31P15
RPL31P16
RPL31P17
RPL31P18
RPL31P19
RPL31P2
RPL31P20
RPL31P21
RPL31P22
RPL31P23
RPL31P24
RPL31P25
RPL31P25
RPL31P26
RPL31P27
RPL31P28
RPL31P29
RPL31P3
RPL31P30
RPL31P31
RPL31P32
RPL31P33
RPL31P34
RPL31P35
RPL31P36
RPL31P37
RPL31P38
RPL31P39
RPL31P4
RPL31P40
RPL31P41
RPL31P42
RPL31P43
RPL31P44
RPL31P45
RPL31P46
RPL31P47
RPL31P48
RPL31P49
RPL31P5
RPL31P50
RPL31P51
RPL31P52
RPL31P53
RPL31P54
RPL31P55
RPL31P56
RPL31P57
RPL31P58
RPL31P59
RPL31P6
RPL31P60
RPL31P61
RPL31P62
RPL31P63
RPL31P64
RPL31P7
RPL31P8
RPL31P9
RPL32
LOC100128144
RPL32P1
RPL32P1
RPL32P1
RPL32P1
RPL32P1
RPL32P1
RPL32P1
RPL32P1
RPL32P10
RPL32P11
RPL32P12
RPL32P13
RPL32P14
RPL32P15
RPL32P16
RPL32P17
RPL32P18
RPL32P19
RPL32P2
RPL32P20
RPL32P21
RPL32P22
RPL32P23
RPL32P24
RPL32P25
RPL32P26
RPL32P27
RPL32P28
RPL32P29
RPL32P3
RPL32P30
RPL32P31
RPL32P32
RPL32P33
RPL32P34
RPL32P35
RPL32P36
RPL32P4
RPL32P5
RPL32P6
RPL32P7
RPL32P8
RPL32P9
RPL34
RPL34P1
RPL34P10
RPL34P11
RPL34P12
RPL34P13
RPL34P14
RPL34P15
RPL34P16
RPL34P17
RPL34P18
RPL34P19
RPL34P2
RPL34P20
RPL34P21
RPL34P22
RPL34P23
RPL34P24
RPL34P25
RPL34P26
RPL34P27
RPL34P28
RPL34P29
RPL34P3
RPL34P30
RPL34P31
RPL34P32
RPL34P33
RPL34P34
RPL34P35
RPL34P4
RPL34P5
RPL34P6
RPL34P7
RPL34P8
RPL34P9
RPL35
LOC390876
RPL35P1
RPL35P2
RPL35P3
RPL35P4
RPL35P5
RPL35P6
RPL35P7
RPL35P8
RPL35P9
RPL35A
RPL35AP
RPL35AP10
RPL35AP11
RPL35AP12
RPL35AP13
RPL35AP14
RPL35AP15
RPL35AP16
RPL35AP17
RPL35AP18
RPL35AP19
RPL35AP2
RPL35AP20
RPL35AP21
RPL35AP22
RPL35AP23
RPL35AP24
RPL35AP26
RPL35AP27
RPL35AP28
RPL35AP29
RPL35AP3
RPL35AP30
RPL35AP31
RPL35AP32
RPL35AP33
RPL35AP34
RPL35AP35
RPL35AP36
RPL35AP37
RPL35AP4
RPL35AP5
RPL35AP6
RPL35AP7
RPL35AP8
RPL35AP9
RPL36
RPL36P1
RPL36P10
RPL36P11
RPL36P12
RPL36P13
RPL36P14
RPL36P15
RPL36P16
RPL36P17
RPL36P18
RPL36P19
RPL36P2
RPL36P20
RPL36P3
RPL36P4
RPL36P5
RPL36P6
RPL36P7
RPL36P8
RPL36P9
RPL36A
RPL36AL
RPL36AP1
RPL36AP10
RPL36AP11
RPL36AP12
RPL36AP13
RPL36AP14
RPL36AP15
RPL36AP16
RPL36AP17
RPL36AP18
RPL36AP19
RPL36AP2
RPL36AP20
RPL36AP21
RPL36AP23
RPL36AP24
RPL36AP25
RPL36AP26
RPL36AP27
RPL36AP28
RPL36AP29
RPL36AP30
RPL36AP31
RPL36AP32
RPL36AP33
RPL36AP34
RPL36AP35
RPL36AP36
RPL36AP37
RPL36AP38
RPL36AP39
RPL36AP4
RPL36AP4
RPL36AP40
RPL36AP41
RPL36AP43
RPL36AP44
RPL36AP45
RPL36AP46
RPL36AP47
RPL36AP48
RPL36AP49
RPL36AP5
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP50
RPL36AP51
RPL36AP53
RPL36AP54
RPL36AP55
RPL36AP6
RPL36AP7
RPL36AP8
RPL36AP9
RPL36AP9
RPL37
LOC100419542
LOC100419622
RPL37P1
RPL37P10
RPL37P11
RPL37P12
RPL37P13
RPL37P14
RPL37P15
RPL37P16
RPL37P17
RPL37P18
RPL37P19
RPL37P2
RPL37P20
RPL37P21
RPL37P22
RPL37P23
RPL37P24
RPL37P25
RPL37P3
RPL37P4
RPL37P5
RPL37P6
RPL37P7
RPL37P8
RPL37P9
RPL37A
RPL37AP1
RPL37AP2
RPL37AP3
RPL37AP4
RPL37AP5
RPL37AP6
RPL37AP6
RPL37AP7
RPL37AP8
RPL37AP9
RPL38
RPL39
RPL39L
LOC100130531
RPL39P
RPL39P10
RPL39P11
RPL39P12
RPL39P13
RPL39P14
RPL39P15
RPL39P16
RPL39P17
RPL39P18
RPL39P19
RPL39P2
RPL39P20
RPL39P21
RPL39P22
RPL39P23
RPL39P24
RPL39P25
